Row_ID,Order_ID,Order_Date,Order_Priority,Order_Quantity,Sales,Discount,Ship_Mode,Profit,Unit_Price,Shipping_Cost,Customer_Name,City,Zip_Code,State,Region,Customer_Segment,Product_Category,Product_Sub-Category,Product_Name,Product_Container,Product_Base_Margin,Ship_Date
643,4545,16/01/2010,Not Specified,33,126.38,0.08,Regular Air,26.64,4,1.3,Pauline Chand,Muskogee,74403,Oklahoma,Central,Small Business,Office Supplies,Paper,EcoTones® Memo Sheets,Wrap Bag,0.37,18/01/2010
644,4545,16/01/2010,Not Specified,4,33.1,0.06,Regular Air,-24.15,6.48,8.74,Pauline Chand,Muskogee,74403,Oklahoma,Central,Small Business,Office Supplies,Paper,Xerox 1984,Small Box,0.36,17/01/2010
645,4550,28/12/2009,High,32,3730.54,0.07,Delivery Truck,1369.09,119.99,16.8,Gary Zandusky,Weslaco,78596,Texas,Central,Home Office,Technology,Office Machines,Epson C62 Color Inkjet Printer,Jumbo Box,0.35,30/12/2009
646,4578,12/09/2012,Low,45,282.71,0.09,Regular Air,-141.44,6.48,6.74,Roy Skaria,Fruit Cove,32259,Florida,South,Corporate,Office Supplies,Paper,Xerox 215,Small Box,0.37,17/09/2012
647,4578,12/09/2012,Low,48,724.13,0.01,Regular Air,-250.53,14.81,13.32,Roy Skaria,Gainesville,32601,Florida,South,Corporate,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Small Box,0.43,19/09/2012
648,4578,12/09/2012,Low,15,294.66,0.07,Regular Air,86.33,20.24,6.67,Roy Skaria,Gainesville,32601,Florida,South,Corporate,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,0.49,19/09/2012
649,4579,30/11/2011,High,40,1765.05,0.05,Regular Air,749.22,43.41,2.99,Dennis Bolton,Shoreview,55126,Minnesota,Central,Small Business,Office Supplies,Binders and Binder Accessories,Satellite Sectional Post Binders,Small Box,0.39,01/12/2011
650,4580,14/11/2010,Not Specified,28,7384.54,0.09,Delivery Truck,-2301.53,280.98,81.98,Carlos Meador,Concord,3301,New Hampshire,East,Consumer,Furniture,Tables,Global Adaptabilities™ Conference Tables,Jumbo Box,0.78,15/11/2010
651,4581,03/09/2012,Not Specified,25,2325.42,0.02,Regular Air,739.91,90.48,19.99,Thea Hendricks,Twentynine Palms,92277,California,West,Home Office,Office Supplies,Envelopes,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Small Box,0.4,05/09/2012
652,4583,24/09/2009,Medium,44,3021.64,0.07,Delivery Truck,-720.2,70.98,30,Maxwell Schwartz,New Bern,28560,North Carolina,South,Corporate,Furniture,Chairs & Chairmats,Novimex Turbo Task Chair,Jumbo Drum,0.73,26/09/2009
653,4610,17/06/2010,Low,8,66.88,0.09,Regular Air,-17.01,8.33,1.99,Odella Nelson,Wilkes Barre,18705,Pennsylvania,East,Small Business,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,0.52,19/06/2010
654,4610,17/06/2010,Low,29,447.34,0.08,Regular Air,203.01,15.67,1.39,Odella Nelson,Wilkes Barre,18705,Pennsylvania,East,Small Business,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,0.38,21/06/2010
655,4611,09/01/2010,High,32,16172.44,0.03,Delivery Truck,7176.12,500.98,28.14,Steven Ward,North Port,34287,Florida,South,Consumer,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum,0.38,09/01/2010
656,4612,19/09/2010,Medium,9,89.55,0.06,Regular Air,-375.64,4.48,49,Jim Radford,Elgin,60123,Illinois,Central,Corporate,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,Large Box,0.6,21/09/2010
657,4642,26/02/2011,Critical,9,65.61,0.08,Regular Air,-39.74,7.28,3.52,Shahid Shariari,Oak Park,48237,Michigan,Central,Corporate,Technology,Computer Peripherals,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Small Pack,0.68,27/02/2011
658,4642,26/02/2011,Critical,21,309.62,0,Express Air,-80.2,14.03,9.37,Shahid Shariari,Oak Park,48237,Michigan,Central,Corporate,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56,26/02/2011
659,4645,19/09/2009,Critical,30,920,0.08,Regular Air,-45.07,30.73,4,Clytie Kelty,Tualatin,97062,Oregon,West,Small Business,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,19/09/2009
660,4645,19/09/2009,Critical,7,104.2,0.05,Regular Air,-8.53,14.56,3.5,Clytie Kelty,West Linn,97068,Oregon,West,Small Business,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Small Box,0.58,21/09/2009
661,4645,19/09/2009,Critical,11,3563.88,0,Regular Air,285.95,299.99,11.64,Clytie Kelty,West Linn,97068,Oregon,West,Small Business,Technology,Copiers and Fax,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Large Box,0.5,21/09/2009
662,4647,13/05/2009,Medium,33,1590.163,0.01,Regular Air,-57.54,55.99,5,Carlos Meador,Auburn,4210,Maine,East,Corporate,Technology,Telephones and Communication,Accessory6,Small Pack,0.8,14/05/2009
663,4647,13/05/2009,Medium,34,482.93,0.06,Regular Air,-67.59,13.9,7.59,Carlos Meador,Concord,3301,New Hampshire,East,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Small Pack,0.56,14/05/2009
664,4647,13/05/2009,Medium,7,1203.73,0.03,Regular Air,293.14,162.93,19.99,Carlos Meador,Naugatuck,6770,Connecticut,East,Corporate,Office Supplies,Envelopes,Multimedia Mailers,Small Box,0.39,14/05/2009
665,4647,13/05/2009,Medium,6,75.19,0.01,Regular Air,-6.61,11.58,5.72,Carlos Meador,Seymour,6478,Connecticut,East,Corporate,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box,0.35,15/05/2009
666,4672,06/11/2011,Critical,20,152.44,0.08,Regular Air,-16.64,7.7,3.68,Alan Dominguez,Puyallup,98373,Washington,West,Corporate,Furniture,Office Furnishings,Deflect-O® Glasstique™ Clear Desk Accessories,Wrap Bag,0.52,07/11/2011
667,4674,18/04/2009,Critical,23,3041.33,0.02,Delivery Truck,-260.41,130.98,30,Christina Anderson,Murfreesboro,37130,Tennessee,South,Corporate,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Jumbo Drum,0.78,19/04/2009
668,4675,24/11/2010,Not Specified,4,17.89,0,Regular Air,-1.15,3.98,0.7,Rick Wilson,Wilmington,28403,North Carolina,South,Consumer,Office Supplies,Pens & Art Supplies,4009® Highlighters by Sanford,Wrap Bag,0.52,26/11/2010
669,4676,31/08/2011,High,11,1210.0515,0.04,Regular Air,-104.25,125.99,7.69,Annie Cyprus,Oak Forest,60452,Illinois,Central,Home Office,Technology,Telephones and Communication,Timeport L7089,Small Box,0.58,01/09/2011
670,4676,31/08/2011,High,50,187.83,0.03,Regular Air,85.96,3.75,0.5,Annie Cyprus,Oak Lawn,60453,Illinois,Central,Home Office,Office Supplies,Labels,Avery 510,Small Box,0.37,02/09/2011
671,4676,31/08/2011,High,3,49.59,0.07,Express Air,-8.38,12.28,6.47,Annie Cyprus,Oak Lawn,60453,Illinois,Central,Home Office,Office Supplies,Paper,Xerox 1881,Small Box,0.38,02/09/2011
672,4676,31/08/2011,High,30,4253.009,0.01,Regular Air,1115.69,155.99,8.99,Annie Cyprus,Oak Lawn,60453,Illinois,Central,Home Office,Technology,Telephones and Communication,LX 788,Small Box,0.58,01/09/2011
673,4705,21/03/2012,Not Specified,16,123.85,0.09,Regular Air,-71.44,7.98,6.5,Adrian Hane,Anacortes,98221,Washington,West,Corporate,Office Supplies,Storage & Organization,Iris Project Case,Medium Box,0.59,23/03/2012
674,4706,28/12/2012,Not Specified,30,2116.7,0.02,Regular Air,488.82,67.28,19.99,Bradley Drucker,West Hollywood,90069,California,West,Small Business,Office Supplies,Binders and Binder Accessories,Catalog Binders with Expanding Posts,Small Box,0.4,30/12/2012
675,4708,30/09/2009,Critical,29,180.38,0.08,Regular Air,-119.32,6.48,7.49,Michelle Tran,Crofton,21114,Maryland,East,Corporate,Office Supplies,Paper,Xerox 220,Small Box,0.37,02/10/2009
676,4737,10/03/2010,Not Specified,49,314.21,0,Regular Air,49.77,5.88,3.04,Roy Collins,Cleveland,37311,Tennessee,South,Corporate,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Wrap Bag,0.36,11/03/2010
677,4738,07/04/2012,High,2,10.39,0.02,Regular Air,-7.97,4.71,0.7,David Kendrick,Saratoga,95070,California,West,Home Office,Office Supplies,Rubber Bands,Plymouth Boxed Rubber Bands by Plymouth,Wrap Bag,0.8,08/04/2012
678,4739,20/02/2010,Low,16,48.57,0.04,Regular Air,4.21,2.94,0.7,Lynn Smith,Norfolk,23518,Virginia,South,Corporate,Office Supplies,Pens & Art Supplies,Newell 338,Wrap Bag,0.58,24/02/2010
679,4741,06/07/2012,Not Specified,40,342.97,0.09,Regular Air,-131.63,8.75,8.54,Anthony O'Donnell,Louisville,80027,Colorado,West,Consumer,Furniture,Office Furnishings,"Eldon® 400 Class™ Desk Accessories, Black Carbon",Small Pack,0.43,07/07/2012
680,4743,30/03/2010,Low,29,352.55,0.09,Regular Air,128.99,12.97,1.49,Gary Zandusky,Weslaco,78596,Texas,Central,Home Office,Office Supplies,Binders and Binder Accessories,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Small Box,0.35,03/04/2010
681,4743,30/03/2010,Low,32,719.64,0.01,Regular Air,-245.62,20.89,11.52,Gary Zandusky,Weslaco,78596,Texas,Central,Home Office,Office Supplies,Storage & Organization,"Iris® 3-Drawer Stacking Bin, Black",Small Box,0.83,06/04/2010
682,4769,13/04/2011,Not Specified,41,117.4,0.01,Regular Air,48.63,2.88,0.5,Ben Wallace,Valley Stream,11580,New York,East,Home Office,Office Supplies,Labels,Avery 49,Small Box,0.36,14/04/2011
683,4771,13/12/2012,Critical,4,135.928,0.04,Delivery Truck,-126.47,31.76,45.51,Christy Brittain,Santa Monica,90405,California,West,Consumer,Furniture,Tables,Hon iLevel™ Computer Training Table,Jumbo Box,0.65,15/12/2012
684,4772,13/09/2009,Critical,28,1560.617,0.04,Regular Air,214.29,65.99,8.99,Neil Knudson,Salisbury,28144,North Carolina,South,Corporate,Technology,Telephones and Communication,i270,Small Box,0.55,14/09/2009
685,4773,22/12/2011,Critical,48,6746.312,0.07,Delivery Truck,-433.29,179.29,29.21,Liz Willingham,Hudson,44236,Ohio,East,Home Office,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Jumbo Box,0.76,24/12/2011
686,4773,22/12/2011,Critical,26,311.38,0.06,Regular Air,34.12,11.58,5.72,Liz Willingham,West Scarborough,4070,Maine,East,Home Office,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box,0.35,23/12/2011
687,4774,19/04/2010,Medium,4,126.87,0.08,Regular Air,-125.99,32.98,5.5,Lindsay Williams,Rogers,72756,Arkansas,South,Corporate,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,0.75,20/04/2010
688,4800,05/01/2012,Low,4,41.94,0.05,Regular Air,-26.17,8.04,8.94,Max Engle,Lindenhurst,11757,New York,East,Corporate,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,12/01/2012
689,4800,05/01/2012,Low,17,89.25,0.01,Regular Air,40.88,4.91,0.5,Max Engle,Lindenhurst,11757,New York,East,Corporate,Office Supplies,Labels,Avery 493,Small Box,0.36,12/01/2012
690,4800,05/01/2012,Low,7,79.81,0.07,Regular Air,-4.28,11.55,2.36,Max Engle,Lindenhurst,11757,New York,East,Corporate,Office Supplies,Pens & Art Supplies,Newell 309,Wrap Bag,0.55,10/01/2012
691,4804,27/01/2012,High,13,463.83,0,Regular Air,103.26,33.98,1.99,Kean Thornton,Paradise,95969,California,West,Corporate,Technology,Computer Peripherals,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.45,28/01/2012
692,4805,24/04/2012,Not Specified,7,55.38,0.02,Regular Air,-25.95,6.48,7.37,Tony Sayre,Mount Vernon,98273,Washington,West,Small Business,Office Supplies,Paper,Xerox 210,Small Box,0.37,27/04/2012
693,4835,24/10/2009,Critical,3,9.4,0.04,Regular Air,-7.6,2.52,1.92,Eugene Moren,Aurora,80013,Colorado,West,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Letter Slitter,Wrap Bag,0.82,24/10/2009
694,4839,09/05/2009,Critical,24,159.43,0.05,Regular Air,-120.59,6.48,8.73,Sally Hughsby,North Olmsted,44070,Ohio,East,Consumer,Office Supplies,Paper,Xerox 227,Small Box,0.37,09/05/2009
695,4864,10/11/2012,Low,16,4901.99,0.04,Regular Air,1724.68,315.98,19.99,Ralph Kennedy,Jackson,49201,Michigan,Central,Corporate,Office Supplies,Binders and Binder Accessories,GBC ProClick™ 150 Presentation Binding System,Small Box,0.38,14/11/2012
696,4870,05/08/2009,Medium,44,17248.09,0.08,Delivery Truck,2048.63,400.98,42.52,Luke Foster,Chico,95928,California,West,Corporate,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.71,06/08/2009
697,4871,11/06/2011,Critical,8,775.74,0.02,Delivery Truck,-215.39,89.99,42,Neil French,Alexandria,71301,Louisiana,South,Consumer,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,0.66,13/06/2011
698,4871,11/06/2011,Critical,26,238.34,0.06,Regular Air,-19.31,9.31,3.98,Neil French,Alexandria,71301,Louisiana,South,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Forged Steel Scissors with Black Enamel Handles,Small Pack,0.56,14/06/2011
699,4896,21/08/2012,Critical,25,831.52,0.07,Regular Air,259.47,35.41,1.99,Michael Stewart,Gardner,1440,MA,East,Small Business,Technology,Computer Peripherals,Imation DVD-RAM discs,Small Pack,0.43,21/08/2012
700,4896,21/08/2012,Critical,10,1089.87,0.06,Express Air,-124.51,125.99,5.99,Michael Stewart,Lexington,2420,MA,East,Small Business,Technology,Telephones and Communication,i600,Small Box,0.56,23/08/2012
701,4896,21/08/2012,Critical,21,121.3,0.05,Regular Air,-64.87,5.8,5.59,Michael Stewart,Parsippany,7054,New Jersey,East,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Small Box,0.4,23/08/2012
702,4931,16/11/2009,Critical,22,168.31,0.1,Regular Air,46.49,8.17,1.69,Giulietta Dortch,Stockton,95207,California,West,Corporate,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Wrap Bag,0.38,16/11/2009
703,4931,16/11/2009,Critical,45,4282.725,0.03,Regular Air,1371.74,110.99,2.5,Giulietta Dortch,Stockton,95207,California,West,Corporate,Technology,Telephones and Communication,T18,Small Box,0.57,18/11/2009
704,4932,09/08/2010,Critical,11,109.37,0.07,Regular Air,25.96,10.31,1.79,Bobby Odegard,Omaha,68104,Nebraska,Central,Corporate,Office Supplies,Paper,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Wrap Bag,0.38,11/08/2010
705,4935,24/05/2010,Not Specified,30,106.64,0.1,Regular Air,-31.95,3.68,1.32,Xylona Price,Beavercreek,45431,Ohio,East,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",Wrap Bag,0.83,27/05/2010
706,4960,25/02/2011,Low,4,40.87,0.04,Express Air,-16.38,6.48,8.74,Corinna Mitchell,Avenel,7001,New Jersey,East,Corporate,Office Supplies,Paper,Xerox 1984,Small Box,0.36,27/02/2011
707,4960,25/02/2011,Low,30,8363.65,0.09,Delivery Truck,763.33,300.98,64.73,Corinna Mitchell,East Haven,6512,Connecticut,East,Corporate,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,0.56,01/03/2011
708,4965,20/10/2010,Low,14,1068.79,0.07,Regular Air,56.05,76.72,19.95,Paul Lucas,Braintree,2184,MA,East,Corporate,Office Supplies,Appliances,Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,Large Box,0.54,20/10/2010
709,4965,20/10/2010,Low,46,287.13,0,Regular Air,-186.31,5.78,7.96,Paul Lucas,South Burlington,5403,Vermont,East,Corporate,Office Supplies,Paper,Xerox 196,Small Box,0.36,25/10/2010
710,4996,13/09/2012,Medium,30,4305.79,0,Regular Air,1020.32,142.86,19.99,Rob Dowd,Livonia,48154,Michigan,Central,Corporate,Office Supplies,Storage & Organization,Letter Size Cart,Small Box,0.56,14/09/2012
711,5028,16/04/2012,High,10,79.68,0.06,Regular Air,18.24,7.7,3.68,Art Miller,Littleton,80122,Colorado,West,Corporate,Furniture,Office Furnishings,Deflect-O® Glasstique™ Clear Desk Accessories,Wrap Bag,0.52,18/04/2012
712,5059,09/11/2010,High,5,41.18,0.1,Express Air,-19.31,5.44,7.46,Randy Bradley,Dalton,30721,Georgia,South,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones Custom Binder Spines & Labels,Small Box,0.36,11/11/2010
713,5061,13/08/2010,Critical,4,12.8,0,Regular Air,-2.21,2.88,0.7,Sean Wendt,Minneapolis,55407,Minnesota,Central,Corporate,Office Supplies,Pens & Art Supplies,Newell 346,Wrap Bag,0.56,15/08/2010
714,5092,29/10/2011,Low,3,709.04,0.1,Delivery Truck,-337.92,220.98,64.66,John Castell,Prior Lake,55372,Minnesota,Central,Consumer,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",Jumbo Box,0.62,29/10/2011
715,5092,29/10/2011,Low,25,978.77,0.06,Regular Air,220.91,38.76,13.26,John Castell,Prior Lake,55372,Minnesota,Central,Consumer,Office Supplies,Paper,Xerox 1892,Small Box,0.36,03/11/2011
716,5094,28/03/2010,Not Specified,2,79.58,0.06,Regular Air,-38.28,37.44,4.27,Mark Haberlin,Pasadena,91104,California,West,Small Business,Office Supplies,Pens & Art Supplies,"Sanford Prismacolor® Professional Thick Lead Art Pencils, 36-Color Set",Wrap Bag,0.46,30/03/2010
717,5095,21/04/2012,High,7,786.675,0.01,Regular Air,-315.03,125.99,8.8,Lauren Leatherbury,Durango,81301,Colorado,West,Corporate,Technology,Telephones and Communication,StarTAC 6500,Small Box,0.59,22/04/2012
718,5121,10/05/2012,Not Specified,45,1991.703,0.07,Regular Air,559.11,55.99,1.25,Ralph Kennedy,Jackson,49201,Michigan,Central,Corporate,Technology,Telephones and Communication,Accessory2,Small Pack,0.55,11/05/2012
719,5153,25/08/2011,Critical,37,4896.93,0.04,Express Air,1467.82,128.24,12.65,Helen Abelman,Merrillville,46410,Indiana,Central,Home Office,Furniture,Chairs & Chairmats,SAFCO Folding Chair Trolley,Medium Box,,27/08/2011
720,5155,11/06/2009,High,14,569.21,0.01,Regular Air,-38.51,39.98,4,Pete Takahito,Edgewood,21040,Maryland,East,Corporate,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Small Box,0.7,12/06/2009
721,5188,01/03/2011,Not Specified,24,192.8,0.05,Regular Air,31,8.01,2.87,Bradley Drucker,West Hollywood,90069,California,West,Small Business,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Wrap Bag,0.4,04/03/2011
722,5189,25/11/2010,Low,12,900.06,0.05,Regular Air,-221.12,73.98,14.52,Evan Henry,La Mesa,91941,California,West,Corporate,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.65,02/12/2010
723,5189,25/11/2010,Low,14,2066.63,0.03,Regular Air,65.58,140.85,19.99,Evan Henry,Lakewood,8701,New Jersey,East,Corporate,Office Supplies,Storage & Organization,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Small Box,0.73,27/11/2010
724,5189,25/11/2010,Low,8,24.72,0.06,Regular Air,-21.47,2.74,3.5,Evan Henry,Lewiston,4240,Maine,East,Corporate,Office Supplies,Pens & Art Supplies,Rogers Handheld Barrel Pencil Sharpener,Small Pack,0.58,27/11/2010
725,5217,12/10/2011,High,8,339.35,0.03,Express Air,27.88,40.98,5.33,Lycoris Saunders,Jacksonville,28540,North Carolina,South,Home Office,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Small Box,0.57,12/10/2011
726,5217,12/10/2011,High,11,33.67,0.09,Regular Air,4.08,3.08,0.99,Lycoris Saunders,Jacksonville,28540,North Carolina,South,Home Office,Office Supplies,Labels,Avery 481,Small Box,0.37,14/10/2011
727,5221,08/06/2011,Not Specified,48,1347.63,0.07,Regular Air,562.89,28.48,1.99,Robert Dilbeck,Clarksville,37042,Tennessee,South,Corporate,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,10/06/2011
728,5222,26/05/2009,Not Specified,40,14451.75,0.01,Delivery Truck,4503.63,349.45,60,Tonja Turnell,Longview,98632,Washington,West,Consumer,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,,27/05/2009
729,5251,11/04/2011,Medium,38,3821.039,0.05,Express Air,1057.89,115.99,5.99,Tamara Dahlen,Pflugerville,78660,Texas,Central,Corporate,Technology,Telephones and Communication,2160,Small Box,0.57,13/04/2011
730,5254,25/07/2012,Not Specified,31,1735.3515,0.08,Regular Air,258.62,65.99,8.99,William Brown,Hinesville,31313,Georgia,South,Corporate,Technology,Telephones and Communication,5180,Small Box,0.56,27/07/2012
731,5281,01/11/2011,High,36,4733.7,0,Delivery Truck,624.36,120.98,30,Irene Maddox,Palm Coast,32137,Florida,South,Consumer,Furniture,Chairs & Chairmats,Hon Every-Day® Chair Series Swivel Task Chairs,Jumbo Drum,0.64,02/11/2011
732,5281,01/11/2011,High,14,2718.07,0.1,Regular Air,1107.53,209.84,21.21,Irene Maddox,Palm Coast,32137,Florida,South,Consumer,Furniture,Office Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Large Box,0.59,02/11/2011
733,5283,03/06/2009,Medium,23,2508.673,0.03,Regular Air,417.47,125.99,7.69,Gary Zandusky,Weslaco,78596,Texas,Central,Home Office,Technology,Telephones and Communication,Timeport L7089,Small Box,0.58,05/06/2009
734,5284,08/07/2011,Not Specified,7,59.38,0.1,Regular Air,-3.05,8.69,2.99,Annie Cyprus,Oak Lawn,60453,Illinois,Central,Home Office,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Small Box,0.39,10/07/2011
735,5316,30/01/2009,Critical,42,1285.37,0.1,Regular Air,514.07,31.78,1.99,Clay Rozendal,Rock Island,61201,Illinois,Central,Corporate,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42,01/02/2009
736,5317,08/09/2009,Low,38,212.57,0.09,Express Air,9.49,5.34,2.99,Christopher Martinez,Thornton,80229,Colorado,West,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.38,15/09/2009
737,5317,08/09/2009,Low,10,1469.48,0.07,Delivery Truck,-263.65,140.98,53.48,Christopher Martinez,Thornton,80229,Colorado,West,Small Business,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Jumbo Box,0.65,15/09/2009
738,5317,08/09/2009,Low,25,4279.24,0.06,Regular Air,890.18,205.99,5.26,Christopher Martinez,Thornton,80229,Colorado,West,Small Business,Technology,Telephones and Communication,i470,Small Box,0.56,15/09/2009
739,5318,03/04/2010,High,8,1042.25,0.08,Regular Air,195.16,131.12,0.99,Matt Collins,Fort Dodge,50501,Iowa,Central,Consumer,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece® HOMEOFFICE Power Control Center,Small Box,0.55,05/04/2010
740,5318,03/04/2010,High,29,5010.7415,0.03,Express Air,1196.37,200.99,4.2,Matt Collins,Fort Dodge,50501,Iowa,Central,Consumer,Technology,Telephones and Communication,2160i,Small Box,0.59,04/04/2010
741,5346,25/12/2010,Critical,34,2932.99,0.07,Regular Air,-1448.83,90.98,56.2,Khloe Miller,Roseville,48066,Michigan,Central,Home Office,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Medium Box,0.74,26/12/2010
742,5346,25/12/2010,Critical,45,9194.8,0.1,Delivery Truck,-1760.57,218.75,69.64,Khloe Miller,Roseville,48066,Michigan,Central,Home Office,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,27/12/2010
743,5346,25/12/2010,Critical,17,2285.12,0.08,Delivery Truck,-455.8,140.98,36.09,Khloe Miller,Royal Oak,48073,Michigan,Central,Home Office,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.77,27/12/2010
744,5347,21/02/2011,Medium,7,525.555,0.04,Regular Air,-60.67,85.99,1.25,Kelly Williams,Clearfield,84015,Utah,West,Corporate,Technology,Telephones and Communication,Accessory8,Small Pack,0.39,23/02/2011
745,5347,21/02/2011,Medium,39,276.029,0.05,Regular Air,-108.19,7.99,5.03,Kelly Williams,Clearfield,84015,Utah,West,Corporate,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,24/02/2011
746,5347,21/02/2011,Medium,1,187.204,0.01,Regular Air,-796.76,205.99,5.26,Kelly Williams,Clearfield,84015,Utah,West,Corporate,Technology,Telephones and Communication,i470,Small Box,0.56,22/02/2011
747,5350,09/10/2010,Low,39,434.73,0.03,Regular Air,-12.2,11.33,6.12,Carl Weiss,Carson City,89701,Nevada,West,Consumer,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Medium Box,0.42,11/10/2010
748,5350,09/10/2010,Low,50,7017.42,0.08,Regular Air,595.2,140.85,19.99,Carl Weiss,Columbus,39701,Mississippi,South,Consumer,Office Supplies,Storage & Organization,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Small Box,0.73,16/10/2010
749,5378,24/10/2012,Critical,6,54.28,0.01,Express Air,-11.98,6.24,5.22,Christine Abelman,Rose Hill,24281,Virginia,South,Corporate,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Small Box,0.6,26/10/2012
750,5381,28/01/2010,Low,47,4888.14,0.07,Regular Air,1545.09,107.53,5.81,Edward Nazzal,The Colony,75056,Texas,Central,Home Office,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,0.65,04/02/2010
751,5381,28/01/2010,Low,27,63.87,0.09,Regular Air,-149.93,2.18,7.09,Edward Nazzal,The Colony,75056,Texas,Central,Home Office,Office Supplies,Paper,"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",Wrap Bag,0.38,04/02/2010
752,5382,12/01/2012,Low,30,260.12,0.05,Regular Air,36.54,8.98,4.19,Michelle Tran,Crofton,21114,Maryland,East,Consumer,Furniture,Office Furnishings,Nu-Dell Float Frame 11 x 14 1/2,Small Pack,0.43,19/01/2012
753,5408,20/07/2012,Low,20,88.82,0.01,Regular Air,38.35,4.13,0.5,Bobby Elias,San Luis Obispo,93405,California,West,Small Business,Office Supplies,Labels,Avery 506,Small Box,0.39,27/07/2012
